WordHead,IPA
କେବୁଲ୍‌,kebʊl‌
ସୂତାମାଳା,sutɑmɑ`lɑ
ଆସିଥାଏ,ɑsitʰɑe
ସଭ୍ୟପଦ,sɔbʰjɔpɔdɔ
ସେଠାରୁ,seʈʰɑɾʊ
ପଚାରୁଛନ୍ତି,pɔt͡ʃɑɾʊt͡ʃʰɔnti
ତିର୍କୀଙ୍କୁ,tiɾkiŋkʊ
ଜାନିଙ୍କ,d͡ʒɑniŋkɔ
ଦୃଶ୍ୟ,dɾʊsjɔ
ମିଳିପାରିବ,mi`lipɑɾibɔ
ତଡ଼ି,tɔɽi
ସୁଧରେ,sʊdʰɔɾe
ପାଇପରେ,pɑipɾe
ଦିଆଯାଇଥାଏ,diɑ|yɑitʰɑe
ମାଇ,mɑi
ବାଳ,bɑ`lɔ
ଚିକିଏ,t͡ʃikie
ଓଟଟିକୁ,oʈɔʈikʊ
ସୈନ୍ୟ,sɔinjɔ
ପକାଇବେ,pɔkɑibe
ଫଳଗଛ,phɔ`lɔɡɔt͡ʃʰɔ
ବିତାଇପାରନ୍ତି,bitɑipɑɾɔnti
ପଡ଼ିଯିବୁ,pɔɽi|yibʊ
ସେବାର,sebɑɾɔ
କଥାବାର୍ତା,kɔtʰɑbɑɾtɑ
କୋଉଟା,koʊʈɑ
ମଦୁଆ,mɔdʊɑ
ମନ୍ଦିରର,mɔndiɾɔɾɔ
କଲ୍ୟଣ,kɔljɔɳɔ
ଟିଡିପି,ʈiɖipi
ବସିଛୁ,bɔsit͡ʃʰʊ
ଅବମାନନା,ɔbɔmɑnɔnɑ
ହିନ୍ଦୁସ୍ଥାନରେ,hindʊstʰɑnɾe
ମହା,mɔhɑ
ହେଉଥିଲେ,heʊtʰile
ବିଶେଷଜ୍ଞମାନେ,bisesɔɡjɔn~mɑne
ଟ୍ରକ୍‌ର,ʈɾɔk‌ɾɔ
ଆନ୍ତଃରାଷ୍ଟ୍ରୀୟ,ɑntɔhɾɑsʈɾijɔ
ପାର୍ଲାମେଣ୍ଟ,pɑɾlɑmeɳʈ
ଯୁବ,|yʊbɔ
ଝଗଡା,d͡ʒʱɔɡɔɖɑ
ମୁଦ୍ରିତ,mʊdɾitɔ
ଉଠାଇଦେଲା,ʊʈʰɑidelɑ
ଏଡ଼-ଅନ,eɽ-ɔn
ଛତ୍ରପଦାଗ୍ରାମ,t͡ʃʰɔtɾɔpɔdɑɡɾɑmɔ
ବିଦୂଷୀ,bidusi
ଅନ୍ୟଟିରେ,ɔnjɔʈiɾe
ଛାଡ଼ି,t͡ʃʰɑɽi
ଟ୍ରମ୍ପ୍‌,ʈɾɔmp‌
ପାଇବା,pɑibɑ
ପାଲଟିଛି,pɑlɔʈit͡ʃʰi
ଏକଜୁଟ୍,ekɔd͡ʒʊʈ
ମୋତିଆବିନ୍ଦୁଠାରୁ,motiɑbindʊʈʰɑɾʊ
ଦିଆଯାଏ,diɑ|yɑe
ହେଇପାରିବନି,heipɑɾibɔni
ଆୟୋଜନରେ,ɑjod͡ʒɔnɔɾe
ଗୀତ,ɡitɔ
ଆଞ୍ଚ୍,ɑɲt͡ʃ
ବିଜ୍ଞାପନ,biɡjɔn~ɑpɔnɔ
କୋରନା,koɾɔnɑ
ଦେଇଦେବା,deidebɑ
ହଲରେ,hɔlɾe
କଲେଲ୍ଟର,kɔlelʈɔɾ
ସରପଞ୍ଚଙ୍କୁ,sɔɾɔpɔɲt͡ʃɔŋkʊ
ପେଟ୍ରୋକେମିକାଲ୍ସ,peʈɾokemikɑls
ଅମାନୁଷିକ,ɔmɑnʊsikɔ
ଭୋପାଳରେ,bʰopɑ`lɔɾe
ଆସୁଚି,ɑsʊt͡ʃi
ଅଲଗା,ɔlɔɡɑ
ଗରୁଡ଼,ɡɔɾʊɽɔ
ଆଗେଇଗଲେ,ɑɡeiɡɔle
ବାଷ୍ପର,bɑspɔɾɔ
ଭରିଯାଏ,bʰɔɾi|yɑe
ବାରମ୍ବାର,bɑɾɔmbɑɾɔ
ମୁଖ୍ୟମନ୍ତ୍ରୀ,mʊkʰjɔmɔntɾi
ଅଭିଯୋଗ,ɔbʰi|yoɡɔ
ପ୍ରଭାବରେ,pɾɔbʰɑbɔɾe
କୋଠାର,koʈʰɑɾɔ
ଧରିରଖିବାକୁ,dʰɔɾiɾɔkʰibɑkʊ
ପେଚା,pet͡ʃɑ
ଏମ୍,em
ବିଶନ,bisɔnɔ
କୁସ୍ତିଯୋଦ୍ଧା,kʊsti|yoddʰɑ
ପାଣିରୁ,pɑɳiɾʊ
ହାମବେଳି,hɑmɔbe`li
ସତକୁ,sɔtɔkʊ
ଉତ୍ତମ,ʊttɔmɔ
ହଁରେ,hɔn~ɾe
ଶୁଭୁଛି,sʊbʰʊt͡ʃʰi
ଆଇଇସି,ɑiisi
ସଂକଳ୍ପବଦ୍ଧତାର,sɔŋkɔ`lpɔbɔddʰɔtɑɾɔ
ନେମ୍‌,nem‌
ଗୁଣ୍ଡ,ɡʊɳɖɔ
ପହଞ୍ଚିଗଲା,pɔhɔɲt͡ʃiɡɔlɑ
ବିହାରୀ,bihɑɾi
କୁମାରଙ୍କର,kʊmɑɾɔŋkɔɾɔ
ରଙ୍ଗସ୍ବାମୀ,ɾɔŋɡɔsbɑmi
ଜଗଦୀପ,d͡ʒɔɡdip
ସାରିଛି,sɑɾit͡ʃʰi
ମାଧ୍ୟମିକ,mɑdʰjɔmikɔ
ଅପିସରଙ୍କୁ,ɔpisɔɾŋkʊ
ସ୍ଵାମୀକୁ,sʋɑmikʊ
କହିଦିଅ,kɔhidiɔ
ଅଂଶ,ɔMsɔ
କରିବେନି,kɔɾibeni
ପାଇଥିବାବେଳେ,pɑitʰibɑbe`le
ମାଡ଼ିଯାଇ,mɑɽi|yɑi
ବକ୍ତୃତା,bɔktɾʊtɑ
ଋଷିପତ୍ନୀ,ɾʊsipɔtni
କ୍ୟାରିୟର,kjɑɾijɔɾ
ଏପର୍ୟ୍ୟନ୍ତ,epɔɾjjɔntɔ
ବଦ୍‌ନାମ,bɔd‌nɑm
ସଭ୍ୟ,sɔbʰjɔ
ପାରିବାର,pɑɾibɑɾɔ
ହୋଇଥାଉ,hoitʰɑʊ
ବିଲକୁ,bilɔkʊ
ଏଲୁର,elʊɾ
ଜଳପ୍ରବାହ,d͡ʒɔ`lɔpɾɔbɑhɔ
ପଟ୍ଟାନୀ,pɔʈʈɑni
କାଠ,kɑʈʰɔ
ଜୟପୁରରୁ,d͡ʒɔjɔpʊɾɾʊ
ସରକାରଙ୍କୁ,sɔɾɔkɑɾɔŋkʊ
ପର୍ବତ,pɔɾbɔtɔ
ଫେରନ୍ତି,pheɾɔnti
ଖୋଜି,kʰod͡ʒi
7V,7V
ବୁଝିପାରିଲେନି,bʊd͡ʒʱipɑɾileni
ଘୂରିବୁଲିଲେ,ɡʰuɾibʊlile
ପ୍ଲାଷ୍ଟିକରେ,plɑsʈikɾe
ନାହୁମ,nɑhʊm
ସର୍ବାଙ୍ଗ,sɔɾbɑŋɡɔ
ଦୃଷ୍ଟି,dɾʊsʈi
ଲକ୍ଷ୍ମୀକାନ୍ତ,lɔkʰjmikɑntɔ
ଶିଳ୍ପ,si`lpɔ
ଜିହାଦ,d͡ʒihɑd
ଆଣିଲେ,ɑɳile
ସଂପ୍ରସାରିତ,sɔMpɾɔsɑɾitɔ
ଡେନ,ɖen
ବିକାଶମୂଳକ,bikɑsɔmu`lɔkɔ
ଗ୍ରହଣୀୟ,ɡɾɔhɔɳijɔ
ଶିଶୁକ,sisʊkɔ
ଅଞ୍ଚଳରୁ,ɔɲt͡ʃɔ`lɔɾʊ
ସଂସ୍କୃତି,sɔMskɾʊti
ଡାକ୍ତରଖାନାରୁ,ɖɑktɔɾɔkʰɑnɑɾʊ
ଆଇଟି,ɑiʈi
ଅବହେଳା,ɔbɔhe`lɑ
ବଳବାନ,bɔ`lɔbɑn
ଯୁବବନ୍ଧୁଗଣ,|yʊbɔbɔndʰʊɡɔɳɔ
ରଖିଲେ,ɾɔkʰile
ହାଣି,hɑɳi
ଉତ୍ସ,ʊtsɔ
ଆସିଛି,ɑsit͡ʃʰi
ଧନିଆ,dʰɔniɑ
ଫସିଯାଇଛି,phɔsi|yɑit͡ʃʰi
ରଜବେଳେ,ɾɔd͡ʒɔbe`le
ଜଣାଇଥିଲେ,d͡ʒɔɳɑitʰile
ରମଣୀଙ୍କ,ɾɔmɔɳiŋkɔ
ମନ୍ତ୍ରୀପଦ,mɔntɾipɔdɔ
ବିଧେୟକ-2018ରେ,bidʰejɔkɔ-2018ɾe
ମୁଲାୟମଙ୍କ,mʊlɑjɔmŋkɔ
ଇଏମ୍ଆଇକୁ,iemikʊ
କିବୋର୍ଡ଼,kiboɾɽ
PIN,PIN
ପଡ଼ିଲେ,pɔɽile
ପାର୍ଶ୍ଵରେ,pɑɾsʋɔɾe
ଠେଙ୍କ,ʈʰeŋkɔ
ହୋଇଉଠିଲା,hoiʊʈʰilɑ
ଇରଫାନ,iɾphɑn
ବାଲକ୍ରିଷ୍ଣନ୍‌,bɑlkɾisɳɔn‌
କୀର୍ତ୍ତିମାନ,kiɾttimɑn
ଫୁସ୍‌ଫୁସ,phʊs‌phʊs
ବଂଶଧର,bɔMsɔdʰɔɾɔ
କୋରାପୁଟ,koɾɑpʊʈ
ତୀରଟିଏ,tiɾɔʈie
ସର୍ବଦା,sɔɾbɔdɑ
ତଦନ୍ତରୁ,tɔdɔntɔɾʊ
ଚାଲବୁଲ,t͡ʃɑlɔbʊlɔ
ସ୍ଥାନଥିଲା,stʰɑnɔtʰilɑ
ଭାବନ୍ତି,bʰɑbɔnti
ରହଣି,ɾɔhɔɳi
ସହୁଛି,sɔhʊt͡ʃʰi
ପାଳନ,pɑ`lɔnɔ
ପ୍ରଧାନମନ୍ତ୍ରୀ,pɾɔdʰɑnɔmɔntɾi
ବଞ୍ଚିଥିଲେ,bɔɲt͡ʃitʰile
କଣଚାକରର,kɔɳɔt͡ʃɑkɔɾɔɾɔ
ଦୈନିକ,dɔinikɔ
ନିଗ୍ରୋ,niɡɾo
ଯୁକ୍ତିରେ,|yʊktiɾe
ଇନିଂସର,iniMsɾɔ
ନିଶ୍ଚୟ,nist͡ʃɔjɔ
ପାଇଲା,pɑilɑ
ଉଣ୍ଡି,ʊɳɖi
ଏମଭିଏକୁ,embʰiekʊ
ମନ୍ତବ୍ୟ,mɔntɔbjɔ
ଖାଉଛି,kʰɑʊt͡ʃʰi
ଗହଣରେ,ɡɔhɔɳɔɾe
ଆମାଉଣ୍ଟ,ɑmɑʊɳʈ
ଜୁଟିଲା,d͡ʒʊʈilɑ
ବୁଝୁଥିଲେ,bʊd͡ʒʱʊtʰile
ଦକ୍ଷତା,dɔkʰjɔtɑ
ତତ୍ତ୍ବାବଧାନ,tɔttbɑbɔdʰɑnɔ
ଭଟ୍ଟର,bʰɔʈʈɔɾɔ
ତୁଠରେ,tʊʈʰɔɾe
ପଣ୍ୟାଗାର,pɔɳjɑɡɑɾɔ
ଦିଅଯାଇଛି,diɔ|yɑit͡ʃʰi
ଓଠରେ,oʈʰɔɾe
ଏତିକିବେଳେ,etikibe`le
ଉପରେ,ʊpɔɾe
ବିକେନ୍ଦ୍ରୀକରଣ,bikendɾikɔɾɔɳɔ
11ଟାରେ,11ʈɑɾe
ନରଗୀଶ,nɔɾɡis
ଖାଇବ,kʰɑibɔ
ବାଜପେୟୀ,bɑd͡ʒɔpeji
ଗାର୍ଡ଼,ɡɑɾɽ
ତୀର୍ଥ,tiɾtʰɔ
ପେଟିସ୍‌,peʈis‌
ରବାଦା,ɾɔbɑdɑ
ବଞ୍ଚି,bɔɲt͡ʃi
ପ୍ରଧାନମନ୍ତ୍ରୀଙ୍କୁ,pɾɔdʰɑnɔmɔntɾiŋkʊ
କରୁନାହିଁ,kɔɾʊnɑhin~
ପାଠ,pɑʈʰɔ
ହୋଇଗଲାଣି,hoiɡɔlɑɳi
ଛାଡୁ,t͡ʃʰɑɖʊ
ପାପରୁ,pɑpɔɾʊ
ଯିବାକୁ,|yibɑkʊ
ଅଟୋରେ,ɔʈoɾe
ବାସ୍ତବବାଦୀ,bɑstɔbɔbɑdi
ପରିବାରମାନଙ୍କ,pɔɾibɑɾɔmɑnɔŋkɔ
ପ୍ରଣୟନର,pɾɔɳɔjɔnɔɾɔ
ନଈ,nɔi
ଆଣ୍ଟି-ଅକ୍ସିଡେଣ୍ଟ୍‌,ɑɳʈi-ɔksiɖeɳʈ‌
ଅଧିକା,ɔdʰikɑ
ଅଧିବେଶନରେ,ɔdʰibesɔnɔɾe
ଦେବ,debɔ
ଏକାଦଶ:,ekɑdɔsɔ:
ବିରୁଦ୍ଧରେ,biɾʊddʰɔɾe
ବର୍ଗର,bɔɾɡɔɾɔ
ପଡ଼ନ୍ତି,pɔɽɔnti
ଆଲିୟା,ɑlijɑ
ନ୍ୟୁଜିଲାଣ୍ଡର,njʊd͡ʒilɑɳɖɾɔ
କାର୍ଡ,kɑɾɖ
ଭାସେ,bʰɑse
ଖସିବାରୁ,kʰɔsibɑɾʊ
ଜାଣିଛନ୍ତି,d͡ʒɑɳit͡ʃʰɔnti
ଲଗାଉନି,lɔɡɑʊni
ସ୍ଥଳକୁ,stʰɔ`lɔkʊ
ଭଙ୍ଗ,bʰɔŋɡɔ
କରିବେ,kɔɾibe
ମନେହେଲା,mɔnehelɑ
ସୀମାନ୍ତ,simɑntɔ
କହିଦିଅନ୍ତୁ,kɔhidiɔntʊ
25କୁ,25kʊ
ଫଡ୍ନାଭିସ,phɔɖnɑbʰis
ବିପଦଆପଦରେ,bipɔdɔɑpɔdɔɾe
ବଦଳେଇବି,bɔdɔ`leibi
ଯୁବପିଢ଼ି,|yʊbɔpiɽʱi
ମିଷ୍ଟର,misʈɔɾ
ବିଶ୍ୱାସ,bisʋɑsɔ
ଆଣିଥିବା,ɑɳitʰibɑ
କଂପାନି,kɔMpɑni
ବହିଘୋଷି,bɔhiɡʰosi
ଶିକ୍ଷାର୍ଥୀ,sikʰjɑɾtʰi
ଚାଲିଯାନ୍ତି,t͡ʃɑli|yɑnti
ଲାଙ୍ଗୁଡ଼ଟି,lɑŋɡʊɽɔʈi
ଚିଠିପଢ଼ି,t͡ʃiʈʰipɔɽʱi
ଛାତ୍ରଛାତ୍ରୀ,t͡ʃʰɑtɾɔt͡ʃʰɑtɾi
ବୋବଡେ,bobɖe
ପୁଲିସ୍‌ର,pʊlis‌ɾɔ
ଶୁଣିଥିବ,sʊɳitʰibɔ
ଡ଼ିଏମକେ,ɽiemke
ଛିଦ୍ର,t͡ʃʰidɾɔ
ପାଇଯାଆନ୍ତେ,pɑi|yɑɑnte
ଲାଗୁନଥିଲା,lɑɡʊnɔtʰilɑ
ରାତିକାଳୀନ,ɾɑtikɑ`linɔ
ଯାଇଛି,|yɑit͡ʃʰi
ରାଜସ୍ବ,ɾɑd͡ʒɔsbɔ
ଖୋଲାଯାଇଛି,kʰolɑ|yɑit͡ʃʰi
(ଏମଏସପି),(emespi)
କରିହେଲା,kɔɾihelɑ
ପଡିବ,pɔɖibɔ
ରାଜ୍ୟବାସୀଙ୍କୁ,ɾɑd͡ʒjɔbɑsiŋkʊ
ମୁକୁଲ,mʊkʊl
ପରିଶେବକୁ,pɔɾisebɔkʊ
ଉଜ୍ଜୟୀନରେ,ʊd͡ʒd͡ʒɔjinɾe
ବଲାନ୍ସ୍,bɔlɑns
ପୁଞ୍ଜିନିବେଶକୁ,pʊɲd͡ʒinibesɔkʊ
ଗାଳିଦେଇ,ɡɑ`lidei
ଚିକତ୍ସା,t͡ʃikɔtsɑ
ଚାରିଆଡ଼କୁ,t͡ʃɑɾiɑɽɔkʊ
ଉଠନ୍ତୁ,ʊʈʰɔntʊ
ବଢିପାରେ,bɔɖʱipɑɾe
ମନମୋହନ,mɔnɔmohɔnɔ
ପୋତିଛି,potit͡ʃʰi
ଭୟ,bʰɔjɔ
ପହଁରିବାବାଲା,pɔhɔn~ɾibɑbɑlɑ
ଛେଚିଥିଲେ,t͡ʃʰet͡ʃitʰile
ଡୋଭାଲଙ୍କୁ,ɖobʰɑlŋkʊ
ହେବ,hebɔ
ଖୁଆଇପିଆଇ,kʰʊɑipiɑi
ବୃଦ୍ଧି,bɾʊddʰi
ଥକିଯିବା,tʰɔki|yibɑ
ଦେଖିଛି,dekʰit͡ʃʰi
ଅକ୍ଷତ,ɔkʰjɔtɔ
ଏକପ୍ରକାରରେ,ekɔpɾɔkɑɾɔɾe
ଯୋଦ୍ଧାଙ୍କୁ,|yoddʰɑŋkʊ
ସନ୍ଧାନ,sɔndʰɑnɔ
ବୁଝୁଥାନ୍ତି,bʊd͡ʒʱʊtʰɑnti
ମେଳା,me`lɑ
ଦୈତ୍ୟ,dɔitjɔ
ଗୋଡ଼ାଇବାକୁ,ɡoɽɑibɑkʊ
ହରେଇସାରିଛି,hɔɾeisɑɾit͡ʃʰi
ନାୟକଙ୍କ,nɑjɔkɔŋkɔ
ଟ୍ରମ୍ପ୍‌,ʈɾɔmp‌
ମୂର୍ଖଲୋକ,muɾkʰɔlokɔ
ରୋହିତ୍,ɾohit
ଔଷଧ,ousɔdʰɔ
ଜାପାନର,d͡ʒɑpɑnɾɔ
ସେଆଡ଼କୁ,seɑɽɔkʊ
ସୁଭାଷ,sʊbʰɑsɔ
ଲୁଚିକରି,lʊt͡ʃikɔɾi
ଦେଇପାରିବ,deipɑɾibɔ
ରାଧାକୃଷ୍ଣ,ɾɑdʰɑkɾʊsɳɔ
ଭରତ,bʰɔɾɔtɔ
ଚାର୍ଜର୍:,t͡ʃɑɾd͡ʒɔɾ:
ହଲିଯାଏ,hɔli|yɑe
ଚୁମ୍ବନ,t͡ʃʊmbɔnɔ
ସେସନ,sesɔn
କ୍ଷମତାସୀନ,kʰjɔmɔtɑsinɔ
ଧାରୁଆ,dʰɑɾʊɑ
ନମଃ,nɔmɔh
ଶତଚେଷ୍ଟା,sɔtɔt͡ʃesʈɑ
କରିଦେଇ,kɔɾidei
ବିଚାରର,bit͡ʃɑɾɔɾɔ
ହତ୍ୟା,hɔtjɑ
ଭାରତରେ,bʰɑɾɔtɔɾe
ମନକୁମନ,mɔnɔkʊmɔnɔ
ତଦ୍ରୁପ,tɔdɾʊpɔ
ବାସୁମତୀ,bɑsʊmɔti
ସିଂହ,siMhɔ
ବଢ଼ିଲା,bɔɽʱilɑ
(ଆଇଡ଼ିଏ),(ɑiɽie)
ଭାରତ,bʰɑɾɔtɔ
ପଡ଼ିନି,pɔɽini
ପୋଷିଥାନ୍ତି,positʰɑnti
ମେର,meɾɔ
ପୁରୋହିତ,pʊɾohitɔ
ଖୋଲିଥାଏ,kʰolitʰɑe
ଦ୍ଵାରା,dʋɑɾɑ
ପାରନ୍ତା,pɑɾɔntɑ
କର୍ପୋରେସ,kɔɾpoɾes
ସଣ୍ଡେ,sɔɳɖe
ଫିକ୍ସ,phiks
ପାକ୍‌ଅଧିକୃତ,pɑk‌ɔdʰikɾʊtɔ
କିଛିସମୟ,kit͡ʃʰisɔmɔjɔ
ଖୋଳତାଡ଼,kʰo`lɔtɑɽɔ
ଅଳିଆ,ɔ`liɑ
ଆସନ୍ତାକାଲିର,ɑsɔntɑkɑliɾɔ
ମାନବାଧିକାର,mɑnɔbɑdʰikɑɾɔ
ଫ୍ରାନ୍ସୁଆ,phɾɑnsʊɑ
ପୋଷ୍ଟରେ,posʈɔɾ
ଧନ୍ୟବାଦ,dʰɔnjɔbɑdɔ
ଲାଖି,lɑkʰi
ପବିତ୍ରସ୍ଥାନକୁ,pɔbitɾɔstʰɑnɔkʊ
ସୂଚନା,sut͡ʃɔnɑ
ଫଳଭାରରେ,phɔ`lɔbʰɑɾɔɾe
ଟ୍ରାନ୍ସଫର୍,ʈɾɑnsɔphɔɾ
ସେଇଟିକୁ,seiʈikʊ
୧୫୧,୧୫୧
ଗ୍ୟାଲେରୀ,ɡjɑleɾi
ଶଯ୍ୟା,sɔ|yjɑ
ବଢ଼ୁଛି,bɔɽʱʊt͡ʃʰi
ବିଦ୍ୟାବୁଦ୍ଧି,bidjɑbʊddʰi
ମେନ୍ୟୁଫେକ୍ଚର,menjʊphekt͡ʃɔɾ
ଜୁବାୟର,d͡ʒʊbɑjɔɾ
ପଯ୍ୟର୍ନ୍ତ,pɔ|yjɔɾntɔ
ହରିର,hɔɾiɾɔ
ବ୍ୟାପାରରେ,bjɑpɑɾɔɾe
ପୂରିଯାଏ,puɾi|yɑe
ଦିଲ୍ଲୀ,dilli
ସନ୍ଧ୍ୟାରେ,sɔndʰjɑɾe
ବ୍ୟାଟ୍ସମ୍ୟାନ୍‌,bjɑʈsmjɑn‌
ଏସ୍‌ୟୁଭି,es‌jʊbʰi
ଯାଉଥିବାରୁ,|yɑʊtʰibɑɾʊ
ପକାଇଦେବ,pɔkɑidebɔ
ସରକାରଙ୍କ,sɔɾɔkɑɾɔŋkɔ
ନୀତୀଶଙ୍କ,nitisɔŋkɔ
କୃଷିମନ୍ତ୍ରୀ,kɾʊsimɔntɾi
ଗଛସବୁ,ɡɔt͡ʃʰɔsɔbʊ
ପେଟପୂରାଇ,peʈɔpuɾɑi
ଇସ୍ଯୁ,is|yʊ
ସମରାଭ୍ୟାସ,sɔmɔɾɑbʰjɑsɔ
ଡାଏଟିଂ,ɖɑeʈiM
ଛବିଟାକୁ,t͡ʃʰɔbiʈɑkʊ
ଜାଣିଲ,d͡ʒɑɳilɔ
କର୍ତ୍ତବ୍ୟନିଷ୍ଠା,kɔɾttɔbjɔnisʈʰɑ
ନୋଟ୍‌,noʈ‌
ହୋଇଥିଲା,hoitʰilɑ
ଅଙ୍କ,ɔŋkɔ
ସୌନ୍ଦର୍ଯ୍ୟ,soundɔɾ|yjɔ
ଦିନେ,dine
ମୋଗଲ,moɡɔl
ଚାହୁଁଚି,t͡ʃɑhʊn~t͡ʃi
କରାଯାଇଥାଏ,kɔɾɑ|yɑitʰɑe
ବୁଦ୍ଧ,bʊddʰɔ
ବହିଥିଲା,bɔhitʰilɑ
ମିନିକୋୟ,minikojɔ
ଜଗିଲି,d͡ʒɔɡili
ଛାତ,t͡ʃʰɑtɔ
ହରାଇବ,hɔɾɑibɔ
ପାରିବି,pɑɾibi
ଆନନ୍ଦ,ɑnɔndɔ
୭୧ଟି,୭୧ʈi
ଆପଣା,ɑpɔɳɑ
ବୌରୀ,bouɾi
ଅତିଥିଭାବେ,ɔtitʰibʰɑbe
ହୋଇପଡ଼ିଥିବା,hoipɔɽitʰibɑ
କ୍ୟାରିୟରରେ,kjɑɾijɔɾɾe
ଶୁଅନ୍ତି,sʊɔnti
3000,3000
ଯାତାୟାତ,|yɑtɑjɑtɔ
ଟିପୁକୁ,ʈipʊkʊ
ରାଜ୍ୟସଭା,ɾɑd͡ʒjɔsɔbʰɑ
ଖିଲାପି,kʰilɑpi
ଓଡିଏ,oɖie
DVD,DVD
ଯାଉଛି,|yɑʊt͡ʃʰi
ସୁଖଦୁଃଖର,sʊkʰɔdʊhkʰɔɾɔ
ଦିଅନ୍ତୁ,diɔntʊ
ଆକୁରା,ɑkʊɾɑ
କୁଞ୍ଚୁକୁଞ୍ଚିଆ,kʊɲt͡ʃʊkʊɲt͡ʃiɑ
ଯେଉଁଠି,|yeʊn~ʈʰi
ବିଛାଇଦେଲା,bit͡ʃʰɑidelɑ
ଜନସାଧାରଣଙ୍କୁ,d͡ʒɔnɔsɑdʰɑɾɔɳɔŋkʊ
ପିଢ଼ି,piɽʱi
ରବୀଶ,ɾɔbis
ଦୁର୍ନୀତି,dʊɾniti
ବାଜିଗଲା,bɑd͡ʒiɡɔlɑ
ପାରେ,pɑɾe
ମତ୍ସ୍ୟଜୀବୀମାନେ,mɔtsjɔd͡ʒibimɑne
ଆତ୍ମସମୀକ୍ଷା,ɑtmɔsɔmikʰjɑ
ଧୋଇଦିଅନ୍ତୁ,dʰoidiɔntʊ
କୁହନ୍ତୁ,kʊhɔntʊ
ତାଙ୍କରି,tɑŋkɔɾi
ପାଠରେ,pɑʈʰɔɾe
ଆକାଶରୁ,ɑkɑsɔɾʊ
ଗୋଟିଏରେ,ɡoʈieɾe
ବଦଳିନି,bɔdɔ`lini
ଜଙ୍ଗଲରୁ,d͡ʒɔŋɡɔlɔɾʊ
ଅଧିକାରୀ,ɔdʰikɑɾi
ସଂରକ୍ଷଣର,sɔMɾɔkʰjɔɳɔɾɔ
ଖୋଲି,kʰoli
ଅକଳରେ,ɔkɔ`lɔɾe
ଖେଳନ୍ତି,kʰe`lɔnti
ବଦଳିଗଲା,bɔdɔ`liɡɔlɑ
କୀବୋର୍ଡ,kiboɾɖ
ହୁମାୟୁନ୍,hʊmɑjʊn
ବିଲୁଆଛୁଆଟିକୁ,bilʊɑt͡ʃʰʊɑʈikʊ
ରାମେଶ୍ୱର,ɾɑmesʋɔɾɔ
ପକାଉଥିଲେ,pɔkɑʊtʰile
ସାମୁଦ୍ରିକ,sɑmʊdɾikɔ
ନୋଟ୍,noʈ
ପଛୁଆବର୍ଗରେ,pɔt͡ʃʰʊɑbɔɾɡɔɾe
ପରିକ୍ରମଣ,pɔɾikɾɔmɔɳɔ
ଗପରେ,ɡɔpɔɾe
ବସିଗଲା,bɔsiɡɔlɑ
ରିକ୍ୱେଷ୍ଟ୍,ɾikʋesʈ
ମଉସାଙ୍କ,mɔʊsɑŋkɔ
ମୁଦ୍ରା,mʊdɾɑ
ଛାଡ଼ିବୁ,t͡ʃʰɑɽibʊ
ଆକାଉଣ୍ଟକୁ,ɑkɑʊɳʈkʊ
ବାଡ଼ିରେ,bɑɽiɾe
ଜୀବନସାରା,d͡ʒibɔnɔsɑɾɑ
ସମର୍ଥିନ,sɔmɔɾtʰinɔ
ପ୍ରଚୁର,pɾɔt͡ʃʊɾɔ
ଦବଦବା,dɔbɔdɔbɑ
ଡିଫେଣ୍ଡରକୁ,ɖipheɳɖɔɾkʊ
ଆଇଆଇଏସଏଫର,ɑiɑiesephɾɔ
ଲୋନ୍କୁ,lonkʊ
କାନାରା,kɑnɑɾɑ
ବାଳିକା,bɑ`likɑ
S80,S80
ମାସ,mɑsɔ
ଆଠଜଣ,ɑʈʰɔd͡ʒɔɳɔ
ଲଦାଖରେ,lɔdɑkʰɾe
ବାଜିଛି,bɑd͡ʒit͡ʃʰi
ଭରଣା,bʰɔɾɔɳɑ
ହରାଇଥିଲା,hɔɾɑitʰilɑ
ଲାଗିଲେ,lɑɡile
ଲୋପ,lopɔ
ଦୁଇଟାଯାକ,dʊiʈɑ|yɑkɔ
ପଡ଼ିଥିଲା,pɔɽitʰilɑ
କରିନାହୁଁ,kɔɾinɑhʊn~
ହୋଇଯାଏ,hoi|yɑe
କରିବୁ,kɔɾibʊ
ତଥ୍ୟର,tɔtʰjɔɾɔ
ହୁଅନ୍ତା,hʊɔntɑ
କହିଛି,kɔhit͡ʃʰi
ଏବେଠୁ,ebeʈʰʊ
ପ୍ରତିଷ୍ଠିତ,pɾɔtisʈʰitɔ
ପିଡିତମାନଙ୍କୁ,piɖitɔmɑnɔŋkʊ
ସେରିମନି,seɾimɔni
ହୋଇଯାଆନ୍ତି,hoi|yɑɑnti
ମୋତିଲାଲ,motilɑl
ପ୍ରତିକ୍ଷିତ,pɾɔtikʰjitɔ
ସଂଗଠନକୁ,sɔŋɡɔʈʰɔnɔkʊ
ଯାତ୍ରା,|yɑtɾɑ
କରୁଛି,kɔɾʊt͡ʃʰi
ଓରଫ୍,oɾɔph
ପନିରକୁ,pɔniɾkʊ
ବିସ୍ଥାପିତଙ୍କୁ,bistʰɑpitɔŋkʊ
କୋଳ,ko`lɔ
ସୁମନ୍ତ,sʊmɔntɔ
